date;trial;code;genotype;time;dead;sum;alive;%alive;percentage
02.02.2014;1;1;CG7431;0;0;7;7;1;1
02.02.2014;1;1;CG7431;16;0;7;7;1;1
02.02.2014;1;1;CG7431;19;0;7;7;1;1
02.02.2014;1;1;CG7431;22;0;7;7;1;1
02.02.2014;1;1;CG7431;25;0;7;7;1;1
02.02.2014;1;1;CG7431;40;2;7;5;0,714285714;0,714285714
02.02.2014;1;1;CG7431;43;4;7;3;0,428571429;0,428571429
02.02.2014;1;1;CG7431;46;5;7;2;0,285714286;0,285714286
02.02.2014;1;1;CG7431;49;6;7;1;0,142857143;0,142857143
02.02.2014;1;1;CG7431;64;7;7;0;0;0
02.02.2014;1;1;CG7431;70;7;7;0;0;0
02.02.2014;1;1;CG7431;73;7;7;0;0;0
03.02.2014;2;1;CG7431;0;0;9;9;1;1
03.02.2014;2;1;CG7431;16;0;9;9;1;1
03.02.2014;2;1;CG7431;19;0;9;9;1;1
03.02.2014;2;1;CG7431;22;0;9;9;1;1
03.02.2014;2;1;CG7431;25;0;9;9;1;1
03.02.2014;2;1;CG7431;40;5;9;4;0,444444444;0,444444444
03.02.2014;2;1;CG7431;43;5;9;4;0,444444444;0,444444444
03.02.2014;2;1;CG7431;46;8;9;1;0,111111111;0,111111111
03.02.2014;2;1;CG7431;49;8;9;1;0,111111111;0,111111111
03.02.2014;2;1;CG7431;64;9;9;0;0;0
03.02.2014;2;1;CG7431;70;9;9;0;0;0
03.02.2014;2;1;CG7431;73;9;9;0;0;0
04.02.2014;3;1;CG7431;0;0;10;10;1;1
04.02.2014;3;1;CG7431;16;0;10;10;1;1
04.02.2014;3;1;CG7431;19;0;10;10;1;1
04.02.2014;3;1;CG7431;22;0;10;10;1;1
04.02.2014;3;1;CG7431;25;0;10;10;1;1
04.02.2014;3;1;CG7431;40;1;10;9;0,9;0,9
04.02.2014;3;1;CG7431;43;5;10;5;0,5;0,5
04.02.2014;3;1;CG7431;46;6;10;4;0,4;0,4
04.02.2014;3;1;CG7431;49;9;10;1;0,1;0,1
04.02.2014;3;1;CG7431;64;10;10;0;0;0
04.02.2014;3;1;CG7431;70;10;10;0;0;0
04.02.2014;3;1;CG7431;73;10;10;0;0;0
05.02.2014;4;1;CG7431;0;0;16;16;1;1
05.02.2014;4;1;CG7431;16;0;16;16;1;1
05.02.2014;4;1;CG7431;19;0;16;16;1;1
05.02.2014;4;1;CG7431;22;0;16;16;1;1
05.02.2014;4;1;CG7431;25;0;16;16;1;1
05.02.2014;4;1;CG7431;40;2;16;14;0,875;0,875
05.02.2014;4;1;CG7431;43;9;16;7;0,4375;0,4375
05.02.2014;4;1;CG7431;46;11;16;5;0,3125;0,3125
05.02.2014;4;1;CG7431;49;14;16;2;0,125;0,125
05.02.2014;4;1;CG7431;64;16;16;0;0;0
05.02.2014;4;1;CG7431;70;16;16;0;0;0
05.02.2014;4;1;CG7431;73;16;16;0;0;0
06.02.2014;5;1;CG7431;0;0;15;15;1;1
06.02.2014;5;1;CG7431;16;0;15;15;1;1
06.02.2014;5;1;CG7431;19;0;15;15;1;1
06.02.2014;5;1;CG7431;22;0;15;15;1;1
06.02.2014;5;1;CG7431;25;0;15;15;1;1
06.02.2014;5;1;CG7431;40;3;15;12;0,8;0,8
06.02.2014;5;1;CG7431;43;5;15;10;0,666666667;0,666666667
06.02.2014;5;1;CG7431;46;9;15;6;0,4;0,4
06.02.2014;5;1;CG7431;49;12;15;3;0,2;0,2
06.02.2014;5;1;CG7431;64;15;15;0;0;0
06.02.2014;5;1;CG7431;70;15;15;0;0;0
06.02.2014;5;1;CG7431;73;15;15;0;0;0
06.02.2014;6;1;CG7431;0;0;15;15;1;1
06.02.2014;6;1;CG7431;16;0;15;15;1;1
06.02.2014;6;1;CG7431;19;0;15;15;1;1
06.02.2014;6;1;CG7431;22;0;15;15;1;1
06.02.2014;6;1;CG7431;25;0;15;15;1;1
06.02.2014;6;1;CG7431;40;5;15;10;0,666666667;0,666666667
06.02.2014;6;1;CG7431;43;5;15;10;0,666666667;0,666666667
06.02.2014;6;1;CG7431;46;6;15;9;0,6;0,6
06.02.2014;6;1;CG7431;49;8;15;7;0,466666667;0,466666667
06.02.2014;6;1;CG7431;64;14;15;1;0,066666667;0,066666667
06.02.2014;6;1;CG7431;67;15;15;0;0;0
06.02.2014;6;1;CG7431;70;15;15;0;0;0
06.02.2014;6;1;CG7431;73;15;15;0;0;0
06.02.2014;7;1;CG7431;0;0;15;15;1;1
06.02.2014;7;1;CG7431;16;0;15;15;1;1
06.02.2014;7;1;CG7431;19;0;15;15;1;1
06.02.2014;7;1;CG7431;22;0;15;15;1;1
06.02.2014;7;1;CG7431;25;0;15;15;1;1
06.02.2014;7;1;CG7431;40;6;15;9;0,6;0,6
06.02.2014;7;1;CG7431;43;9;15;6;0,4;0,4
06.02.2014;7;1;CG7431;46;12;15;3;0,2;0,2
06.02.2014;7;1;CG7431;49;13;15;2;0,133333333;0,133333333
06.02.2014;7;1;CG7431;64;15;15;0;0;0
06.02.2014;7;1;CG7431;67;15;15;0;0;0
06.02.2014;7;1;CG7431;70;15;15;0;0;0
06.02.2014;7;1;CG7431;73;15;15;0;0;0
06.02.2014;8;1;CG7431;0;0;14;14;1;1
06.02.2014;8;1;CG7431;16;0;14;14;1;1
06.02.2014;8;1;CG7431;19;0;14;14;1;1
06.02.2014;8;1;CG7431;22;0;14;14;1;1
06.02.2014;8;1;CG7431;25;0;14;14;1;1
06.02.2014;8;1;CG7431;40;5;14;9;0,642857143;0,642857143
06.02.2014;8;1;CG7431;43;9;14;5;0,357142857;0,357142857
06.02.2014;8;1;CG7431;46;12;14;2;0,142857143;0,142857143
06.02.2014;8;1;CG7431;49;12;14;2;0,142857143;0,142857143
06.02.2014;8;1;CG7431;64;14;14;0;0;0
06.02.2014;8;1;CG7431;67;14;14;0;0;0
06.02.2014;8;1;CG7431;70;14;14;0;0;0
06.02.2014;8;1;CG7431;73;14;14;0;0;0
02.02.2014;1;2;honoka;0;0;11;11;1;1
02.02.2014;1;2;honoka;16;0;11;11;1;1
02.02.2014;1;2;honoka;19;0;11;11;1;1
02.02.2014;1;2;honoka;22;0;11;11;1;1
02.02.2014;1;2;honoka;25;0;11;11;1;1
02.02.2014;1;2;honoka;40;9;11;2;0,181818182;0,181818182
02.02.2014;1;2;honoka;43;9;11;2;0,181818182;0,181818182
02.02.2014;1;2;honoka;46;10;11;1;0,090909091;0,090909091
02.02.2014;1;2;honoka;49;10;11;1;0,090909091;0,090909091
02.02.2014;1;2;honoka;64;11;11;0;0;0
02.02.2014;1;2;honoka;67;11;11;0;0;0
02.02.2014;1;2;honoka;70;11;11;0;0;0
02.02.2014;1;2;honoka;73;11;11;0;0;0
04.02.2014;2;2;honoka;0;0;13;13;1;1
04.02.2014;2;2;honoka;16;0;13;13;1;1
04.02.2014;2;2;honoka;19;0;13;13;1;1
04.02.2014;2;2;honoka;22;0;13;13;1;1
04.02.2014;2;2;honoka;25;1;13;12;0,923076923;0,923076923
04.02.2014;2;2;honoka;40;2;13;11;0,846153846;0,846153846
04.02.2014;2;2;honoka;43;4;13;9;0,692307692;0,692307692
04.02.2014;2;2;honoka;46;5;13;8;0,615384615;0,615384615
04.02.2014;2;2;honoka;49;8;13;5;0,384615385;0,384615385
04.02.2014;2;2;honoka;64;13;13;0;0;0
04.02.2014;2;2;honoka;67;13;13;0;0;0
04.02.2014;2;2;honoka;70;13;13;0;0;0
04.02.2014;2;2;honoka;73;13;13;0;0;0
05.02.2014;3;2;honoka;0;0;15;15;1;1
05.02.2014;3;2;honoka;16;0;15;15;1;1
05.02.2014;3;2;honoka;19;0;15;15;1;1
05.02.2014;3;2;honoka;22;0;15;15;1;1
05.02.2014;3;2;honoka;25;0;15;15;1;1
05.02.2014;3;2;honoka;40;3;15;12;0,8;0,8
05.02.2014;3;2;honoka;43;6;15;9;0,6;0,6
05.02.2014;3;2;honoka;46;9;15;6;0,4;0,4
05.02.2014;3;2;honoka;49;11;15;4;0,266666667;0,266666667
05.02.2014;3;2;honoka;64;14;15;1;0,066666667;0,066666667
05.02.2014;3;2;honoka;67;15;15;0;0;0
05.02.2014;3;2;honoka;70;15;15;0;0;0
05.02.2014;3;2;honoka;73;15;15;0;0;0
06.02.2014;4;2;honoka;0;0;8;8;1;1
06.02.2014;4;2;honoka;16;0;8;8;1;1
06.02.2014;4;2;honoka;19;0;8;8;1;1
06.02.2014;4;2;honoka;22;0;8;8;1;1
06.02.2014;4;2;honoka;25;0;8;8;1;1
06.02.2014;4;2;honoka;40;2;8;6;0,75;0,75
06.02.2014;4;2;honoka;43;3;8;5;0,625;0,625
06.02.2014;4;2;honoka;46;4;8;4;0,5;0,5
06.02.2014;4;2;honoka;49;6;8;2;0,25;0,25
06.02.2014;4;2;honoka;64;7;8;1;0,125;0,125
06.02.2014;4;2;honoka;67;8;8;0;0;0
06.02.2014;4;2;honoka;70;8;8;0;0;0
06.02.2014;4;2;honoka;73;8;8;0;0;0
06.02.2014;5;2;honoka;0;0;13;13;1;1
06.02.2014;5;2;honoka;16;0;13;13;1;1
06.02.2014;5;2;honoka;19;0;13;13;1;1
06.02.2014;5;2;honoka;22;0;13;13;1;1
06.02.2014;5;2;honoka;25;0;13;13;1;1
06.02.2014;5;2;honoka;40;4;13;9;0,692307692;0,692307692
06.02.2014;5;2;honoka;43;6;13;7;0,538461538;0,538461538
06.02.2014;5;2;honoka;46;9;13;4;0,307692308;0,307692308
06.02.2014;5;2;honoka;49;9;13;4;0,307692308;0,307692308
06.02.2014;5;2;honoka;64;13;13;0;0;0
06.02.2014;5;2;honoka;67;13;13;0;0;0
06.02.2014;5;2;honoka;70;13;13;0;0;0
06.02.2014;5;2;honoka;73;13;13;0;0;0
06.02.2014;6;2;honoka;0;0;15;15;1;1
06.02.2014;6;2;honoka;16;0;15;15;1;1
06.02.2014;6;2;honoka;19;0;15;15;1;1
06.02.2014;6;2;honoka;22;0;15;15;1;1
06.02.2014;6;2;honoka;25;0;15;15;1;1
06.02.2014;6;2;honoka;40;7;15;8;0,533333333;0,533333333
06.02.2014;6;2;honoka;43;11;15;4;0,266666667;0,266666667
06.02.2014;6;2;honoka;46;11;15;4;0,266666667;0,266666667
06.02.2014;6;2;honoka;49;11;15;4;0,266666667;0,266666667
06.02.2014;6;2;honoka;64;14;15;1;0,066666667;0,066666667
06.02.2014;6;2;honoka;67;14;15;1;0,066666667;0,066666667
06.02.2014;6;2;honoka;70;14;15;1;0,066666667;0,066666667
06.02.2014;6;2;honoka;73;14;15;1;0,066666667;0,066666667
06.02.2014;6;2;honoka;88;15;15;0;0;0
06.02.2014;7;2;honoka;0;0;15;15;1;1
06.02.2014;7;2;honoka;16;0;15;15;1;1
06.02.2014;7;2;honoka;19;0;15;15;1;1
06.02.2014;7;2;honoka;22;0;15;15;1;1
06.02.2014;7;2;honoka;25;0;15;15;1;1
06.02.2014;7;2;honoka;40;10;15;5;0,333333333;0,333333333
06.02.2014;7;2;honoka;43;11;15;4;0,266666667;0,266666667
06.02.2014;7;2;honoka;46;12;15;3;0,2;0,2
06.02.2014;7;2;honoka;49;12;15;3;0,2;0,2
06.02.2014;7;2;honoka;64;14;15;1;0,066666667;0,066666667
06.02.2014;7;2;honoka;67;14;15;1;0,066666667;0,066666667
06.02.2014;7;2;honoka;70;15;15;0;0;0
06.02.2014;7;2;honoka;73;15;15;0;0;0
06.02.2014;8;2;honoka;0;0;14;14;1;1
06.02.2014;8;2;honoka;16;0;14;14;1;1
06.02.2014;8;2;honoka;19;0;14;14;1;1
06.02.2014;8;2;honoka;22;0;14;14;1;1
06.02.2014;8;2;honoka;25;1;14;13;0,928571429;0,928571429
06.02.2014;8;2;honoka;40;10;14;4;0,285714286;0,285714286
06.02.2014;8;2;honoka;43;11;14;3;0,214285714;0,214285714
06.02.2014;8;2;honoka;46;11;14;3;0,214285714;0,214285714
06.02.2014;8;2;honoka;49;12;14;2;0,142857143;0,142857143
06.02.2014;8;2;honoka;64;14;14;0;0;0
06.02.2014;8;2;honoka;67;14;14;0;0;0
06.02.2014;8;2;honoka;70;14;14;0;0;0
06.02.2014;8;2;honoka;73;14;14;0;0;0
02.02.2014;1;3;CG7431_TyrII;0;0;16;16;1;1
02.02.2014;1;3;CG7431_TyrII;16;0;16;16;1;1
02.02.2014;1;3;CG7431_TyrII;19;0;16;16;1;1
02.02.2014;1;3;CG7431_TyrII;22;0;16;16;1;1
02.02.2014;1;3;CG7431_TyrII;25;0;16;16;1;1
02.02.2014;1;3;CG7431_TyrII;40;5;16;11;0,6875;0,6875
02.02.2014;1;3;CG7431_TyrII;43;6;16;10;0,625;0,625
02.02.2014;1;3;CG7431_TyrII;46;6;16;10;0,625;0,625
02.02.2014;1;3;CG7431_TyrII;49;11;16;5;0,3125;0,3125
02.02.2014;1;3;CG7431_TyrII;64;16;16;0;0;0
02.02.2014;1;3;CG7431_TyrII;67;16;16;0;0;0
02.02.2014;1;3;CG7431_TyrII;70;16;16;0;0;0
02.02.2014;1;3;CG7431_TyrII;73;16;16;0;0;0
03.02.2014;2;3;CG7431_TyrII;0;0;15;15;1;1
03.02.2014;2;3;CG7431_TyrII;16;0;15;15;1;1
03.02.2014;2;3;CG7431_TyrII;19;0;15;15;1;1
03.02.2014;2;3;CG7431_TyrII;22;0;15;15;1;1
03.02.2014;2;3;CG7431_TyrII;25;0;15;15;1;1
03.02.2014;2;3;CG7431_TyrII;40;6;15;9;0,6;0,6
03.02.2014;2;3;CG7431_TyrII;43;6;15;9;0,6;0,6
03.02.2014;2;3;CG7431_TyrII;46;11;15;4;0,266666667;0,266666667
03.02.2014;2;3;CG7431_TyrII;49;15;15;0;0;0
03.02.2014;2;3;CG7431_TyrII;64;15;15;0;0;0
03.02.2014;2;3;CG7431_TyrII;67;15;15;0;0;0
03.02.2014;2;3;CG7431_TyrII;70;15;15;0;0;0
03.02.2014;2;3;CG7431_TyrII;73;15;15;0;0;0
03.02.2014;3;3;CG7431_TyrII;0;0;8;8;1;1
03.02.2014;3;3;CG7431_TyrII;16;0;8;8;1;1
03.02.2014;3;3;CG7431_TyrII;19;0;8;8;1;1
03.02.2014;3;3;CG7431_TyrII;22;0;8;8;1;1
03.02.2014;3;3;CG7431_TyrII;25;0;8;8;1;1
03.02.2014;3;3;CG7431_TyrII;40;5;8;3;0,375;0,375
03.02.2014;3;3;CG7431_TyrII;43;5;8;3;0,375;0,375
03.02.2014;3;3;CG7431_TyrII;46;6;8;2;0,25;0,25
03.02.2014;3;3;CG7431_TyrII;49;6;8;2;0,25;0,25
03.02.2014;3;3;CG7431_TyrII;64;8;8;0;0;0
03.02.2014;3;3;CG7431_TyrII;67;8;8;0;0;0
03.02.2014;3;3;CG7431_TyrII;70;8;8;0;0;0
03.02.2014;3;3;CG7431_TyrII;73;8;8;0;0;0
04.02.2014;4;3;CG7431_TyrII;0;0;9;9;1;1
04.02.2014;4;3;CG7431_TyrII;16;0;9;9;1;1
04.02.2014;4;3;CG7431_TyrII;19;0;9;9;1;1
04.02.2014;4;3;CG7431_TyrII;22;1;9;8;0,888888889;0,888888889
04.02.2014;4;3;CG7431_TyrII;25;1;9;8;0,888888889;0,888888889
04.02.2014;4;3;CG7431_TyrII;40;2;9;7;0,777777778;0,777777778
04.02.2014;4;3;CG7431_TyrII;43;2;9;7;0,777777778;0,777777778
04.02.2014;4;3;CG7431_TyrII;46;2;9;7;0,777777778;0,777777778
04.02.2014;4;3;CG7431_TyrII;49;4;9;5;0,555555556;0,555555556
04.02.2014;4;3;CG7431_TyrII;64;9;9;0;0;0
04.02.2014;4;3;CG7431_TyrII;67;9;9;0;0;0
04.02.2014;4;3;CG7431_TyrII;70;9;9;0;0;0
04.02.2014;4;3;CG7431_TyrII;73;9;9;0;0;0
06.02.2014;5;3;CG7431_TyrII;0;0;11;11;1;1
06.02.2014;5;3;CG7431_TyrII;16;0;11;11;1;1
06.02.2014;5;3;CG7431_TyrII;19;0;11;11;1;1
06.02.2014;5;3;CG7431_TyrII;22;0;11;11;1;1
06.02.2014;5;3;CG7431_TyrII;25;0;11;11;1;1
06.02.2014;5;3;CG7431_TyrII;40;3;11;8;0,727272727;0,727272727
06.02.2014;5;3;CG7431_TyrII;43;5;11;6;0,545454545;0,545454545
06.02.2014;5;3;CG7431_TyrII;46;7;11;4;0,363636364;0,363636364
06.02.2014;5;3;CG7431_TyrII;49;8;11;3;0,272727273;0,272727273
06.02.2014;5;3;CG7431_TyrII;64;11;11;0;0;0
06.02.2014;5;3;CG7431_TyrII;67;11;11;0;0;0
06.02.2014;5;3;CG7431_TyrII;70;11;11;0;0;0
06.02.2014;5;3;CG7431_TyrII;73;11;11;0;0;0
06.02.2014;6;3;CG7431_TyrII;0;0;15;15;1;1
06.02.2014;6;3;CG7431_TyrII;16;0;15;15;1;1
06.02.2014;6;3;CG7431_TyrII;19;0;15;15;1;1
06.02.2014;6;3;CG7431_TyrII;22;0;15;15;1;1
06.02.2014;6;3;CG7431_TyrII;25;0;15;15;1;1
06.02.2014;6;3;CG7431_TyrII;40;5;15;10;0,666666667;0,666666667
06.02.2014;6;3;CG7431_TyrII;43;9;15;6;0,4;0,4
06.02.2014;6;3;CG7431_TyrII;46;12;15;3;0,2;0,2
06.02.2014;6;3;CG7431_TyrII;49;13;15;2;0,133333333;0,133333333
06.02.2014;6;3;CG7431_TyrII;64;15;15;0;0;0
06.02.2014;6;3;CG7431_TyrII;67;15;15;0;0;0
06.02.2014;6;3;CG7431_TyrII;70;15;15;0;0;0
06.02.2014;6;3;CG7431_TyrII;73;15;15;0;0;0
06.02.2014;7;3;CG7431_TyrII;0;0;15;15;1;1
06.02.2014;7;3;CG7431_TyrII;16;0;15;15;1;1
06.02.2014;7;3;CG7431_TyrII;19;0;15;15;1;1
06.02.2014;7;3;CG7431_TyrII;22;0;15;15;1;1
06.02.2014;7;3;CG7431_TyrII;25;0;15;15;1;1
06.02.2014;7;3;CG7431_TyrII;40;4;15;11;0,733333333;0,733333333
06.02.2014;7;3;CG7431_TyrII;43;9;15;6;0,4;0,4
06.02.2014;7;3;CG7431_TyrII;46;10;15;5;0,333333333;0,333333333
06.02.2014;7;3;CG7431_TyrII;49;10;15;5;0,333333333;0,333333333
06.02.2014;7;3;CG7431_TyrII;64;15;15;0;0;0
06.02.2014;7;3;CG7431_TyrII;67;15;15;0;0;0
06.02.2014;7;3;CG7431_TyrII;70;15;15;0;0;0
06.02.2014;7;3;CG7431_TyrII;73;15;15;0;0;0
07.02.2014;8;3;CG7431_TyrII;0;0;15;15;1;1
07.02.2014;8;3;CG7431_TyrII;16;0;15;15;1;1
07.02.2014;8;3;CG7431_TyrII;19;0;15;15;1;1
07.02.2014;8;3;CG7431_TyrII;22;0;15;15;1;1
07.02.2014;8;3;CG7431_TyrII;25;1;15;14;0,933333333;0,933333333
07.02.2014;8;3;CG7431_TyrII;40;10;15;5;0,333333333;0,333333333
07.02.2014;8;3;CG7431_TyrII;43;11;15;4;0,266666667;0,266666667
07.02.2014;8;3;CG7431_TyrII;46;12;15;3;0,2;0,2
07.02.2014;8;3;CG7431_TyrII;49;13;15;2;0,133333333;0,133333333
07.02.2014;8;3;CG7431_TyrII;64;15;15;0;0;0
07.02.2014;8;3;CG7431_TyrII;67;15;15;0;0;0
07.02.2014;8;3;CG7431_TyrII;70;15;15;0;0;0
07.02.2014;8;3;CG7431_TyrII;73;15;15;0;0;0
02.02.2014;1;4;TyrII;0;0;10;10;1;1
02.02.2014;1;4;TyrII;16;0;10;10;1;1
02.02.2014;1;4;TyrII;19;0;10;10;1;1
02.02.2014;1;4;TyrII;22;0;10;10;1;1
02.02.2014;1;4;TyrII;25;0;10;10;1;1
02.02.2014;1;4;TyrII;40;4;10;6;0,6;0,6
02.02.2014;1;4;TyrII;43;7;10;3;0,3;0,3
02.02.2014;1;4;TyrII;46;8;10;2;0,2;0,2
02.02.2014;1;4;TyrII;49;8;10;2;0,2;0,2
02.02.2014;1;4;TyrII;64;10;10;0;0;0
02.02.2014;1;4;TyrII;67;10;10;0;0;0
02.02.2014;1;4;TyrII;70;10;10;0;0;0
02.02.2014;1;4;TyrII;73;10;10;0;0;0
06.02.2014;2;4;TyrII;0;0;14;14;1;1
06.02.2014;2;4;TyrII;16;0;14;14;1;1
06.02.2014;2;4;TyrII;19;0;14;14;1;1
06.02.2014;2;4;TyrII;22;0;14;14;1;1
06.02.2014;2;4;TyrII;25;0;14;14;1;1
06.02.2014;2;4;TyrII;40;8;14;6;0,428571429;0,428571429
